name,qid,human,transformer,gpt3,chat_tom
P_1000                ,143_1-11,0.013,0.01,0.017,0.012
P_1000                ,143_1-13,0.008,0.003,0.004,0.003
P_1000                ,143_1-15,0.034,0.016,0.02,0.013
P_1000                ,143_1-17,0.024,0,0.022,0.024
P_1000                ,143_1-19,0.003,0,0.004,0.001
P_1000                ,143_1-3,0.025,0.013,0.02,0.015
P_1000                ,143_1-5,0.008,0.008,0.01,0.009
P_1000                ,143_1-7,0.013,0.009,0.012,0.011
P_1000                ,144_1-1,0.085,0.046,0.085,0.09
P_1000                ,144_1-3,0.01,0,0.012,0.012
P_1000                ,144_1-5,0.01,0.011,0.009,0.009
P_1000                ,144_2-1,0.048,0.017,0.049,0.045
P_1000                ,144_2-11,0.062,0.052,0.051,0.033
P_1000                ,144_2-13,0.045,0.025,0.043,0.042
P_1000                ,144_2-15,0.023,0.018,0.016,0.016
P_1000                ,144_2-17,0.015,0,0.012,0.013
P_1000                ,144_2-3,0.122,0.085,0.084,0.083
P_1000                ,144_2-5,0.039,0,0.041,0.018
P_1000                ,144_2-7,0.035,0.037,0.04,0.037
P_1000                ,144_2-9,0.034,0.024,0.021,0.028
P_1000                ,144_3-1,0.006,0,0,0.002
P_1000                ,145_1-1,0.064,0.065,0.062,0.058
P_1000                ,145_1-3,0.027,0.03,0.029,0.03
P_1000                ,145_1-5,0.022,0.023,0.023,0.024
P_1000                ,145_1-7,0.015,0.015,0.013,0.017
P_1000                ,145_2-1,0.012,0.011,0.01,0.01
P_1000                ,145_2-3,0.022,0.021,0.019,0.019
P_1000                ,145_2-5,0.067,0.056,0.064,0.067
P_1000                ,146_1-1,0.075,0.075,0.075,0.071
P_1000                ,146_1-3,0.082,0.082,0.084,0.085
P_1000                ,146_1-5,0.032,0.028,0.039,0.03
P_1000                ,146_1-7,0.067,0.062,0.041,0.03
P_1000                ,146_1-9,0.106,0.088,0.041,0.109
P_1000                ,147_1-1,0.086,0.065,0.081,0.061
P_1000                ,147_1-11,0.048,0.054,0.043,0.045
P_1000                ,147_1-13,0.021,0.025,0.019,0.026
P_1000                ,147_1-15,0.002,0,0.017,0.012
P_1000                ,147_1-7,0.033,0.009,0.008,0.005
P_1000                ,147_2-1,0.041,0.042,0.044,0.045
P_1000                ,147_2-3,0.016,0,0.022,0.012
P_1000                ,147_2-5,0.038,0.01,0.037,0.027
P_1000                ,148_1-1,0.024,0.005,0.009,0.011
P_1000                ,148_1-3,0.011,0.015,0.012,0.012
P_1000                ,148_1-5,0.008,0.012,0.014,0.017
P_1000                ,148_1-9,0.061,0.052,0.055,0.026
P_1000                ,148_2-3,0.027,0.005,0.019,0.029
P_1000                ,148_2-5,0.037,0,0.027,0.027
P_1000                ,149_1-1,0.057,0.063,0.051,0.037
P_1000                ,149_1-5,0.051,0.059,0.055,0.05
P_1000                ,149_2-1,0.022,0,0.026,0.029
P_1000                ,149_2-5,0.104,0.097,0.09,0.088
P_1000                ,149_2-7,0.061,0.06,0.076,0.058
P_1000                ,149_3-1,0.016,0,0.014,0.014
P_1000                ,149_3-3,0.012,0.013,0.021,0.009
P_1000                ,149_3-7,0.108,0,0.062,0.079
P_1000                ,149_3-9,0.113,0.104,0.118,0.11
P_1000                ,all,0.0396,0.0273,0.0364,0.0362
P_15                  ,132_1-1,0.5333,0.2667,0.2667,0.2667
P_15                  ,132_1-3,0.0667,0.1333,0.0667,0
P_15                  ,132_1-5,0,0,0,0.1333
P_15                  ,132_2-1,0.6,0,0.3333,0.4667
P_15                  ,132_2-11,0,0.3333,0.2667,0.4
P_15                  ,132_2-13,0.6,0,0.4,0
P_15                  ,132_2-3,0.4667,0.3333,0,0
P_15                  ,132_2-5,0.2,0.4,0.3333,0.2667
P_15                  ,132_2-7,0.3333,0.1333,0.4,0.4
P_15                  ,132_3-1,0.6667,0,0.5333,0.5333
P_15                  ,132_3-3,0.0667,0.0667,0.1333,0
P_15                  ,132_3-5,0.2,0,0.2,0.2
P_15                  ,133_1-1,0.4667,0,0.4,0.4667
P_15                  ,133_1-3,0.4667,0.3333,0.0667,0.4667
P_15                  ,133_1-5,0.1333,0,0,0
P_15                  ,133_1-7,0.0667,0,0,0.1333
P_15                  ,133_2-1,0.4667,0,0.2,0.5333
P_15                  ,133_2-3,0.1333,0.2667,0.3333,0
P_15                  ,133_3-2,0.2,0.2,0,0
P_15                  ,133_3-4,0.3333,0.0667,0.2,0.2
P_15                  ,133_3-6,0.6667,0.2,0.2667,0.3333
P_15                  ,133_3-8,0.6667,0.1333,0.2667,0.4667
P_15                  ,135_1-1,0.2,0.1333,0.2667,0.0667
P_15                  ,135_1-3,0.2,0.2,0.0667,0.1333
P_15                  ,135_1-5,0.2667,0,0.1333,0.2667
P_15                  ,135_1-7,0.2,0,0.2667,0.2667
P_15                  ,135_2-1,0.6,0,0.6,0.4667
P_15                  ,135_2-11,0.4667,0.3333,0.2,0.1333
P_15                  ,135_2-3,0.5333,0,0.4,0.0667
P_15                  ,135_2-5,0.5333,0.2,0.2,0.4667
P_15                  ,135_2-7,0.0667,0.1333,0.1333,0
P_15                  ,135_2-9,0.4667,0.7333,0.5333,0.3333
P_15                  ,135_3-1,0.3333,0.0667,0.1333,0.3333
P_15                  ,135_3-3,0,0.0667,0.1333,0.2
P_15                  ,135_3-5,0.2,0.4667,0,0.1333
P_15                  ,135_4-1,0.2,0,0,0.2
P_15                  ,136_1-1,0.5333,0.6667,0.4667,0.6
P_15                  ,136_1-11,0.9333,0.9333,0.6667,0.6
P_15                  ,136_1-13,0.1333,0.3333,0.1333,0.2667
P_15                  ,136_1-3,0.5333,0.6667,0.6667,0.7333
P_15                  ,136_1-5,0.2667,0.2,0.3333,0.0667
P_15                  ,136_1-7,0.5333,0.4,0.5333,0.4
P_15                  ,136_1-9,0.6,0.2667,0.0667,0.1333
P_15                  ,136_2-1,0.2667,0,0,0.2
P_15                  ,136_2-3,0.5333,0.7333,0.6,0.6
P_15                  ,136_2-5,0.0667,0,0.2667,0.2667
P_15                  ,137_1-1,0.8667,0.8,0.8,0.8667
P_15                  ,137_1-3,0.4,0.2667,0.4667,0.0667
P_15                  ,137_1-5,0.2667,0.1333,0.2667,0.3333
P_15                  ,137_1-7,0.2,0,0.1333,0.1333
P_15                  ,137_1-9,0.2,0,0.0667,0
P_15                  ,138_1-1,0.0667,0.6667,0.1333,0.1333
P_15                  ,138_1-11,0.4,0,0.1333,0.3333
P_15                  ,138_1-3,0.1333,0.4,0.1333,0.0667
P_15                  ,138_1-5,0.2667,0.2667,0.0667,0.3333
P_15                  ,138_1-7,0,0,0,0
P_15                  ,138_1-9,0.4667,0.8,0.2667,0.4
P_15                  ,139_1-1,0.2667,0.2667,0.4,0.1333
P_15                  ,139_1-3,0.5333,0,0.7333,0.6
P_15                  ,139_1-5,0.6,0,0.6667,0.0667
P_15                  ,139_1-7,0.1333,0,0.2,0.2
P_15                  ,139_2-11,0.3333,0,0,0
P_15                  ,139_2-13,0.2667,0.2667,0.1333,0.0667
P_15                  ,139_2-15,0.5333,0.4667,0.1333,0.0667
P_15                  ,139_2-17,0.4,0,0.4,0.4
P_15                  ,139_2-3,0.3333,0.6667,0.2667,0.4
P_15                  ,139_2-7,0.6,0,0.3333,0.3333
P_15                  ,139_2-9,0.4667,0.8,0.6,0.5333
P_15                  ,140_1-11,0.7333,0.5333,0.7333,0.6667
P_15                  ,140_1-3,1,0.9333,1,0.8
P_15                  ,140_1-7,0.8667,0.6,0.8,0.8667
P_15                  ,140_1-9,0.3333,0,0.1333,0.3333
P_15                  ,140_2-1,0.6,0,0.6667,0.5333
P_15                  ,140_2-3,0.6,0.4667,0.4667,0.4667
P_15                  ,140_3-1,0.6667,0,0.6,0.4
P_15                  ,140_4-10,0.6667,0,0.6667,0.6667
P_15                  ,140_4-12,0.3333,0.0667,0.2,0.3333
P_15                  ,140_4-14,0,0.0667,0.6667,0.6
P_15                  ,140_4-16,0.4667,0,0.5333,0.2
P_15                  ,140_4-2,0.9333,0,0.7333,0.5333
P_15                  ,140_4-6,0,0.2667,0,0.0667
P_15                  ,140_4-8,0.6667,0.6,0.1333,0.8667
P_15                  ,141_1-1,0,0,0,0
P_15                  ,141_1-3,0.1333,0.0667,0,0
P_15                  ,141_1-5,0.3333,0,0,0
P_15                  ,141_2-1,0.3333,0.5333,0.0667,0.5333
P_15                  ,141_2-11,0.8667,0.6,0.8667,0.9333
P_15                  ,141_2-3,0.4667,0.3333,0,0.3333
P_15                  ,141_2-9,0.4,0.4667,0,0.4
P_15                  ,142_1-3,0.7333,0.3333,0.7333,0.7333
P_15                  ,142_1-5,0.6,0.8667,0.5333,0.6
P_15                  ,142_2-2,0.8667,0.4,0.0667,0.4
P_15                  ,142_3-1,0,0,0.2,0.5333
P_15                  ,142_3-3,0.8,0.9333,0.6667,0.5333
P_15                  ,142_3-5,0.3333,0.2,0.5333,0.4
P_15                  ,142_4-1,0.4,0,0.4,0.2
P_15                  ,142_5-1,0,0,0.2667,0.6
P_15                  ,142_5-3,0,0.9333,1,0.4667
P_15                  ,142_5-5,0,0,0,0.4667
P_15                  ,142_5-7,0.6,0.1333,0.5333,0.5333
P_15                  ,142_5-9,0.3333,0.4,0.2667,0.6
P_15                  ,142_6-1,0.0667,0.1333,0.2,0.2
P_15                  ,142_6-3,0.0667,0.1333,0.6,0.0667
P_15                  ,142_7-1,0.2667,0,0.8,0.6667
P_15                  ,142_8-1,0.8667,0,0.7333,0.7333
P_15                  ,142_9-1,0.3333,0.1333,0,0
P_15                  ,143_1-1,0.9333,0.8,0.8667,0.4
P_15                  ,143_1-11,0.2,0.0667,0.1333,0.1333
P_15                  ,143_1-13,0.0667,0,0,0
P_15                  ,143_1-15,0.2,0,0.0667,0
P_15                  ,143_1-17,0.4667,0,0.3333,0.4667
P_15                  ,143_1-19,0,0,0.0667,0
P_15                  ,143_1-3,0.8,0.4,0.2667,0.2
P_15                  ,143_1-5,0.4,0.4,0.1333,0.2
P_15                  ,143_1-7,0.0667,0.1333,0.1333,0.2667
P_15                  ,144_1-1,0.6,0.2667,0.7333,0.7333
P_15                  ,144_1-3,0,0,0.0667,0
P_15                  ,144_1-5,0,0,0.0667,0
P_15                  ,144_2-1,0.4667,0.0667,0.4,0.6
P_15                  ,144_2-11,0.6667,0.3333,0.2,0.1333
P_15                  ,144_2-13,0.8,0,0.6667,0.8667
P_15                  ,144_2-15,0.7333,0.1333,0.0667,0.0667
P_15                  ,144_2-17,0.6,0,0,0.3333
P_15                  ,144_2-3,0.6,0.7333,0.4667,0.4667
P_15                  ,144_2-5,0.6667,0,0.6667,0.2
P_15                  ,144_2-7,0.7333,0.4667,0.4667,0.4
P_15                  ,144_2-9,0.6,0.2,0.2,0.1333
P_15                  ,144_3-1,0.0667,0,0,0
P_15                  ,145_1-1,0.3333,0.4,0.2667,0.0667
P_15                  ,145_1-3,0.2,0.2667,0.2667,0.2
P_15                  ,145_1-5,0.3333,0.1333,0.2,0.1333
P_15                  ,145_1-7,0.2,0.2667,0.0667,0.2667
P_15                  ,145_2-1,0.1333,0,0,0.0667
P_15                  ,145_2-3,0.3333,0.3333,0.2667,0.2667
P_15                  ,145_2-5,0.4667,0.3333,0.2667,0.7333
P_15                  ,146_1-1,0.7333,0.8667,0.6667,0.7333
P_15                  ,146_1-3,0.7333,0.7333,0.6667,0.6
P_15                  ,146_1-5,0.2,0.1333,0.6,0.0667
P_15                  ,146_1-7,0.4667,0.5333,0.0667,0.0667
P_15                  ,146_1-9,0.8,0.1333,0.1333,0.8
P_15                  ,147_1-1,0.3333,0.3333,0.3333,0.3333
P_15                  ,147_1-11,0.2667,0.3333,0.3333,0
P_15                  ,147_1-13,0.4,0.2667,0.1333,0.4
P_15                  ,147_1-15,0,0,0.3333,0.0667
P_15                  ,147_1-7,0.2667,0.2,0,0
P_15                  ,147_2-1,0.4667,0.3333,0.3333,0.3333
P_15                  ,147_2-3,0.1333,0,0.4,0.2667
P_15                  ,147_2-5,0.6667,0,0.2667,0.3333
P_15                  ,148_1-1,0.3333,0,0.0667,0.0667
P_15                  ,148_1-3,0,0.1333,0.2,0.1333
P_15                  ,148_1-5,0.0667,0.2667,0.3333,0.1333
P_15                  ,148_1-9,0.6,0.7333,0.4667,0
P_15                  ,148_2-3,0.2,0,0.0667,0.2667
P_15                  ,148_2-5,0.2667,0,0.2667,0.2
P_15                  ,149_1-1,1,0.9333,0.8667,0.7333
P_15                  ,149_1-5,0.5333,0.8667,0.6667,0.6
P_15                  ,149_2-1,0.2,0,0.2,0.1333
P_15                  ,149_2-5,0.6,0.6667,0.6667,0.4
P_15                  ,149_2-7,0.6,0.4,0.2667,0.4667
P_15                  ,149_3-1,0.0667,0,0,0
P_15                  ,149_3-3,0.3333,0.3333,0.4667,0.1333
P_15                  ,149_3-7,0.6667,0,0.2,0.2
P_15                  ,149_3-9,1,0.8667,1,0.9333
P_15                  ,all,0.3926,0.2462,0.3125,0.3108
P_20                  ,132_1-1,0.4,0.2,0.2,0.25
P_20                  ,132_1-3,0.1,0.1,0.1,0
P_20                  ,132_1-5,0,0,0,0.1
P_20                  ,132_2-1,0.55,0,0.35,0.4
P_20                  ,132_2-11,0.05,0.25,0.3,0.5
P_20                  ,132_2-13,0.55,0,0.35,0
P_20                  ,132_2-3,0.55,0.3,0,0
P_20                  ,132_2-5,0.25,0.5,0.35,0.2
P_20                  ,132_2-7,0.25,0.1,0.35,0.3
P_20                  ,132_3-1,0.65,0,0.45,0.4
P_20                  ,132_3-3,0.1,0.05,0.15,0
P_20                  ,132_3-5,0.15,0,0.15,0.15
P_20                  ,133_1-1,0.4,0.05,0.35,0.35
P_20                  ,133_1-3,0.45,0.3,0.05,0.45
P_20                  ,133_1-5,0.15,0,0,0
P_20                  ,133_1-7,0.05,0,0.05,0.1
P_20                  ,133_2-1,0.5,0,0.3,0.5
P_20                  ,133_2-3,0.1,0.2,0.25,0
P_20                  ,133_3-2,0.2,0.2,0,0
P_20                  ,133_3-4,0.3,0.05,0.15,0.15
P_20                  ,133_3-6,0.55,0.15,0.2,0.4
P_20                  ,133_3-8,0.6,0.15,0.2,0.35
P_20                  ,135_1-1,0.25,0.15,0.3,0.1
P_20                  ,135_1-3,0.15,0.15,0.05,0.2
P_20                  ,135_1-5,0.25,0,0.15,0.35
P_20                  ,135_1-7,0.15,0,0.3,0.3
P_20                  ,135_2-1,0.5,0,0.5,0.4
P_20                  ,135_2-11,0.4,0.25,0.15,0.15
P_20                  ,135_2-3,0.5,0,0.45,0.05
P_20                  ,135_2-5,0.4,0.15,0.2,0.4
P_20                  ,135_2-7,0.1,0.1,0.1,0
P_20                  ,135_2-9,0.45,0.6,0.4,0.25
P_20                  ,135_3-1,0.3,0.1,0.1,0.3
P_20                  ,135_3-3,0,0.05,0.15,0.2
P_20                  ,135_3-5,0.2,0.45,0,0.1
P_20                  ,135_4-1,0.15,0,0,0.15
P_20                  ,136_1-1,0.5,0.6,0.55,0.55
P_20                  ,136_1-11,0.8,0.8,0.65,0.5
P_20                  ,136_1-13,0.2,0.25,0.15,0.3
P_20                  ,136_1-3,0.45,0.55,0.65,0.6
P_20                  ,136_1-5,0.3,0.2,0.3,0.1
P_20                  ,136_1-7,0.4,0.35,0.5,0.35
P_20                  ,136_1-9,0.5,0.35,0.15,0.2
P_20                  ,136_2-1,0.3,0,0,0.2
P_20                  ,136_2-3,0.55,0.7,0.6,0.6
P_20                  ,136_2-5,0.05,0,0.25,0.2
P_20                  ,137_1-1,0.8,0.75,0.8,0.8
P_20                  ,137_1-3,0.35,0.3,0.35,0.05
P_20                  ,137_1-5,0.25,0.15,0.25,0.3
P_20                  ,137_1-7,0.15,0,0.1,0.2
P_20                  ,137_1-9,0.2,0,0.05,0.1
P_20                  ,138_1-1,0.05,0.55,0.1,0.1
P_20                  ,138_1-11,0.35,0,0.1,0.3
P_20                  ,138_1-3,0.15,0.3,0.15,0.05
P_20                  ,138_1-5,0.3,0.25,0.05,0.3
P_20                  ,138_1-7,0,0,0,0
P_20                  ,138_1-9,0.4,0.65,0.2,0.35
P_20                  ,139_1-1,0.25,0.25,0.35,0.1
P_20                  ,139_1-3,0.4,0,0.6,0.5
P_20                  ,139_1-5,0.55,0,0.65,0.05
P_20                  ,139_1-7,0.1,0,0.2,0.2
P_20                  ,139_2-11,0.25,0,0,0
P_20                  ,139_2-13,0.25,0.25,0.1,0.05
P_20                  ,139_2-15,0.45,0.4,0.15,0.1
P_20                  ,139_2-17,0.3,0,0.3,0.35
P_20                  ,139_2-3,0.3,0.6,0.3,0.35
P_20                  ,139_2-7,0.65,0,0.3,0.3
P_20                  ,139_2-9,0.5,0.75,0.65,0.55
P_20                  ,140_1-11,0.65,0.5,0.7,0.65
P_20                  ,140_1-3,0.95,0.9,0.95,0.8
P_20                  ,140_1-7,0.65,0.6,0.65,0.65
P_20                  ,140_1-9,0.3,0,0.15,0.3
P_20                  ,140_2-1,0.55,0,0.6,0.5
P_20                  ,140_2-3,0.45,0.35,0.35,0.45
P_20                  ,140_3-1,0.55,0,0.7,0.45
P_20                  ,140_4-10,0.5,0,0.5,0.5
P_20                  ,140_4-12,0.3,0.05,0.3,0.35
P_20                  ,140_4-14,0,0.05,0.6,0.55
P_20                  ,140_4-16,0.35,0,0.45,0.15
P_20                  ,140_4-2,0.85,0,0.75,0.5
P_20                  ,140_4-6,0.05,0.2,0.05,0.1
P_20                  ,140_4-8,0.75,0.7,0.1,0.85
P_20                  ,141_1-1,0,0.05,0,0
P_20                  ,141_1-3,0.1,0.05,0,0
P_20                  ,141_1-5,0.3,0,0,0
P_20                  ,141_2-1,0.25,0.4,0.05,0.5
P_20                  ,141_2-11,0.8,0.6,0.9,0.85
P_20                  ,141_2-3,0.4,0.3,0,0.35
P_20                  ,141_2-9,0.4,0.45,0,0.35
P_20                  ,142_1-3,0.75,0.3,0.7,0.65
P_20                  ,142_1-5,0.6,0.85,0.5,0.65
P_20                  ,142_2-2,0.75,0.35,0.05,0.3
P_20                  ,142_3-1,0.1,0,0.2,0.45
P_20                  ,142_3-3,0.65,0.85,0.55,0.55
P_20                  ,142_3-5,0.3,0.25,0.45,0.4
P_20                  ,142_4-1,0.3,0,0.4,0.15
P_20                  ,142_5-1,0,0,0.2,0.55
P_20                  ,142_5-3,0.05,0.9,0.85,0.5
P_20                  ,142_5-5,0,0,0,0.45
P_20                  ,142_5-7,0.45,0.1,0.5,0.55
P_20                  ,142_5-9,0.35,0.3,0.2,0.6
P_20                  ,142_6-1,0.05,0.1,0.15,0.2
P_20                  ,142_6-3,0.05,0.1,0.55,0.05
P_20                  ,142_7-1,0.25,0,0.75,0.6
P_20                  ,142_8-1,0.8,0.05,0.7,0.7
P_20                  ,142_9-1,0.25,0.1,0,0
P_20                  ,143_1-1,0.85,0.75,0.9,0.35
P_20                  ,143_1-11,0.2,0.05,0.15,0.15
P_20                  ,143_1-13,0.1,0,0,0
P_20                  ,143_1-15,0.2,0,0.05,0
P_20                  ,143_1-17,0.35,0,0.3,0.4
P_20                  ,143_1-19,0,0,0.05,0
P_20                  ,143_1-3,0.65,0.3,0.2,0.15
P_20                  ,143_1-5,0.3,0.3,0.15,0.2
P_20                  ,143_1-7,0.05,0.1,0.1,0.2
P_20                  ,144_1-1,0.7,0.2,0.7,0.65
P_20                  ,144_1-3,0,0,0.05,0
P_20                  ,144_1-5,0,0.05,0.1,0
P_20                  ,144_2-1,0.4,0.05,0.4,0.45
P_20                  ,144_2-11,0.55,0.25,0.2,0.1
P_20                  ,144_2-13,0.75,0,0.6,0.7
P_20                  ,144_2-15,0.65,0.3,0.05,0.05
P_20                  ,144_2-17,0.55,0,0.05,0.25
P_20                  ,144_2-3,0.55,0.6,0.4,0.35
P_20                  ,144_2-5,0.55,0,0.55,0.15
P_20                  ,144_2-7,0.6,0.5,0.5,0.45
P_20                  ,144_2-9,0.45,0.15,0.15,0.1
P_20                  ,144_3-1,0.05,0,0,0
P_20                  ,145_1-1,0.3,0.4,0.2,0.1
P_20                  ,145_1-3,0.15,0.2,0.2,0.2
P_20                  ,145_1-5,0.3,0.15,0.15,0.2
P_20                  ,145_1-7,0.25,0.25,0.05,0.25
P_20                  ,145_2-1,0.15,0.1,0,0.05
P_20                  ,145_2-3,0.25,0.25,0.2,0.2
P_20                  ,145_2-5,0.4,0.3,0.25,0.7
P_20                  ,146_1-1,0.7,0.8,0.6,0.65
P_20                  ,146_1-3,0.65,0.65,0.55,0.55
P_20                  ,146_1-5,0.15,0.15,0.55,0.15
P_20                  ,146_1-7,0.45,0.4,0.1,0.05
P_20                  ,146_1-9,0.65,0.15,0.15,0.75
P_20                  ,147_1-1,0.3,0.25,0.3,0.25
P_20                  ,147_1-11,0.25,0.25,0.25,0.05
P_20                  ,147_1-13,0.3,0.35,0.1,0.35
P_20                  ,147_1-15,0,0,0.25,0.05
P_20                  ,147_1-7,0.25,0.15,0.05,0
P_20                  ,147_2-1,0.35,0.25,0.3,0.3
P_20                  ,147_2-3,0.1,0,0.3,0.2
P_20                  ,147_2-5,0.6,0,0.3,0.25
P_20                  ,148_1-1,0.3,0,0.1,0.05
P_20                  ,148_1-3,0,0.1,0.15,0.15
P_20                  ,148_1-5,0.05,0.2,0.3,0.1
P_20                  ,148_1-9,0.6,0.7,0.4,0.1
P_20                  ,148_2-3,0.15,0,0.05,0.2
